id	hotCode	name	category	defaultDose	unit	route	isInjectable	majorCategory	subCategory
cmtgz3hb9037mhgyntdtlhrey	107413016	キシリトール注射液「マイラン」20%		1管		注射・点滴	TRUE		
cmtgz3hb9037nhgynojin0m8s	107418501	キシリトール注「ヒカリ」5% 5%500mL		1瓶		注射・点滴	TRUE		
cmtgz3hb9037ohgynpmmhqyoj	107420802	キリット注5% 5%500mL		1袋		注射・点滴	TRUE		
cmtgz3hb9037phgynk2orivb9	107421501	キシリットT輸液5%		1袋		注射・点滴	TRUE		
cmtgz3hb9037qhgynclb1twcg	107431402	マンニットールS注射液 300mL		1瓶		注射・点滴	TRUE		
cmtgz3hb9037rhgyndeanaep1	107432102	マンニットールS注射液 500mL		1瓶		注射・点滴	TRUE		
cmtgz3hb9037shgynydxlc4mu	107433801	ハイカリック液-1号		1袋		注射・点滴	TRUE	輸液	高カロリー輸液
cmtgz3hb9037thgynilblrovi	107435201	ハイカリック液-2号		1袋		注射・点滴	TRUE	輸液	高カロリー輸液
cmtgz3hb9037uhgynvh5x8rtn	107437601	ハイカリック液-3号		1袋		注射・点滴	TRUE	輸液	高カロリー輸液
cmtgz3hb9037vhgynqy4nbz29	107440601	トリパレン1号輸液		1袋		注射・点滴	TRUE	輸液	
cmtgz3hb9037whgynsstztlow	107443701	トリパレン2号輸液		1袋		注射・点滴	TRUE	輸液	
cmtgz3hb9037xhgynj9ls6v43	107447501	ハイカリックNC-L輸液		1袋		注射・点滴	TRUE	輸液	高カロリー輸液
cmtgz3hb9037yhgynwt7sxq58	107448201	カロナリーL輸液		1袋		注射・点滴	TRUE		
cmtgz3hb9037zhgynnvszy8mq	107450501	ハイカリックNC-N輸液		1袋		注射・点滴	TRUE	輸液	高カロリー輸液
cmtgz3hb90380hgynfebudgs6	107451201	カロナリーM輸液		1袋		注射・点滴	TRUE		
cmtgz3hb90381hgyniy6yjl68	107452301	キシリトール注5% 5%200mL		1袋		注射・点滴	TRUE		
cmtgz3hb90382hgync8px5lvg	107453601	ハイカリックNC-H輸液		1袋		注射・点滴	TRUE	輸液	高カロリー輸液
cmtgz3hb90383hgyn4z9jriaj	107454301	カロナリーH輸液		1袋		注射・点滴	TRUE		
cmtgz3hb90384hgyntm2ph8xg	107456702	リハビックス-K1号輸液		1袋		注射・点滴	TRUE	輸液	
cmtgz3hb90385hgynlubja8xz	107457402	リハビックス-K2号輸液		1袋		注射・点滴	TRUE	輸液	
cmtgz3hb90386hgyn6wrjidk4	107474101	ハイカリックRF輸液 250mL		1袋		注射・点滴	TRUE	輸液	高カロリー輸液
cmtgz3hb90387hgyn2c10sl9b	107475801	ハイカリックRF輸液 500mL		1袋		注射・点滴	TRUE	輸液	高カロリー輸液
cmtgz3hb90388hgynvk9jkvgn	107476501	ハイカリックRF輸液 1L		1袋		注射・点滴	TRUE	輸液	高カロリー輸液
cmtgz3hb90389hgynusbb6z7d	107477203	アミユー配合顆粒		1包		内服	FALSE		
cmtgz3hb9038ahgynabp7hvuj	107478901	ESポリタミン配合顆粒		1g		内服	FALSE		
cmtgz3hb9038bhgynmv88ljkn	107490101	ハイ・プレアミン注-10%		1管		注射・点滴	TRUE		
cmtgz3hb9038chgynuwvtxphf	107505203	モリアミンS注		1袋		注射・点滴	TRUE		
cmtgz3hb9038dhgynjgzccvf2	107512003	モリプロンF輸液		1袋		注射・点滴	TRUE		
cmtgz3hb9038ehgynwgv0kt64	107517501	アミノレバン点滴静注 200mL		1袋		注射・点滴	TRUE		
cmtgz3hb9038fhgynowz8zppk	107518201	テルフィス点滴静注 200mL		1袋		注射・点滴	TRUE		
cmtgz3hb9038ghgyne4d80a8z	107519901	アミノレバン点滴静注 500mL		1袋		注射・点滴	TRUE		
cmtgz3hb9038hhgyn0r7spyfs	107520501	テルフィス点滴静注 500mL		1袋		注射・点滴	TRUE		
cmtgz3hb9038ihgyny27h8vja	107524301	アミパレン輸液 200mL		1袋		注射・点滴	TRUE		
cmtgz3hb9038jhgynkbl41wk7	107525001	アミパレン輸液 300mL		1袋		注射・点滴	TRUE		
cmtgz3hb9038khgynn8c5vny0	107526701	アミパレン輸液 400mL		1袋		注射・点滴	TRUE		
cmtgz3hb9038lhgynhrg6bkao	107529803	アミニック輸液		1袋		注射・点滴	TRUE		
cmtgz3hb9038mhgyn2x1f6930	107533503	モリヘパミン点滴静注 200mL		1袋		注射・点滴	TRUE		
cmtgz3hb9038nhgynraybvpoe	107534202	モリヘパミン点滴静注 300mL		1袋		注射・点滴	TRUE		
cmtgz3hb9038ohgyngok3ep9a	107535902	モリヘパミン点滴静注 500mL		1袋		注射・点滴	TRUE		
cmtgz3hb9038phgynswvrui2l	107536601	アミゼットB輸液		1袋		注射・点滴	TRUE		
cmtgz3hb9038qhgyntxtuvuzv	107540301	キドミン輸液 200mL		1袋		注射・点滴	TRUE		
cmtgz3hb9038rhgyncqxgunb1	107541001	キドミン輸液 300mL		1袋		注射・点滴	TRUE		
cmtgz3hb9038shgyn5yxzidd4	107542702	ネオアミユー輸液		1袋		注射・点滴	TRUE		
cmtgz3hb9038thgynu1rhtoh3	107543403	エレンタール配合内用剤		10g		内服	FALSE		
cmtgz3hb9038uhgynwc84vud7	107546503	エレンタールP乳幼児用配合内用剤		10g		内服	FALSE		
cmtgz3hb9038vhgynlig2lp6r	107547201	アミノレバンEN配合散		10g		内服	FALSE		
cmtgz3hb9038whgynhokxdlmz	107548902	エンシュア・リキッド		10mL		内服	FALSE		
cmtgz3hb9038xhgynt37mfvyr	107550203	ヘパンED配合内用剤		10g		内服	FALSE		
cmtgz3hb9038yhgyn2uo62rrz	107553302	エンシュア・H		10mL		内服	FALSE		
cmtgz3hb9038zhgyn9pm9urka	107572401	ハイ・プレアミンS注-10%		1管		注射・点滴	TRUE		
cmtgz3hb90390hgynvmzsm42z	107580901	プラスアミノ輸液 200mL		1袋		注射・点滴	TRUE		
cmtgz3hb90391hgynmvln8ww4	107581601	プラスアミノ輸液 500mL		1袋		注射・点滴	TRUE		
cmtgz3hb90392hgyny7chbsa2	107588501	アミカリック輸液 500mL		1袋		注射・点滴	TRUE		
cmtgz3hb90393hgynxo2ko9ht	107589201	アミカリック輸液 200mL		1袋		注射・点滴	TRUE		
cmtgz3hb90394hgynpp76z5fs	107590803	ピーエヌツイン-1号輸液		1キット		注射・点滴	TRUE	輸液	
cmtgz3hb90395hgyn5iz2riwe	107591503	ピーエヌツイン-2号輸液		1キット		注射・点滴	TRUE	輸液	
cmtgz3hb90396hgynw14kabgg	107592203	ピーエヌツイン-3号輸液		1キット		注射・点滴	TRUE	輸液	
cmtgz3hb90397hgynwb4fru23	107596001	アミノトリパ1号輸液		1キット		注射・点滴	TRUE	輸液	
cmtgz3hb90398hgyn78mmrjhs	107598401	アミノトリパ2号輸液		1キット		注射・点滴	TRUE	輸液	
cmtgz3hb90399hgyn8ynv4m9w	107600401	アミノフリード輸液 500mL		1キット		注射・点滴	TRUE	輸液	高カロリー輸液
cmtgz3hb9039ahgyni120ui8o	107601101	アミノフリード輸液 1L		1キット		注射・点滴	TRUE	輸液	高カロリー輸液
cmtgz3hb9039bhgyna17efyp2	107606601	メルスモン		1管		注射・点滴	TRUE		
cmtgz3hb9039chgynqxgkb0vb	107607304	ラエンネック		1管		注射・点滴	TRUE		
cmtgz3hb9039dhgynfqapt4t0	107608001	アデラビン9号注1mL		1管		注射・点滴	TRUE		
cmtgz3hb9039ehgynyqq4cmnb	107609701	アスルダム注1mL		1管		注射・点滴	TRUE		
cmtgz3hb9039fhgynxdda7luq	107610301	アセラート注射液1mL		1管		注射・点滴	TRUE		
cmtgz3hb9039ghgynfx7fbhf9	107611002	エフエーミック注1mL		1管		注射・点滴	TRUE		
cmtgz3hb9039hhgynwm14ii07	107616502	リバレス注 1mL		1管		注射・点滴	TRUE		
cmtgz3hb9039ihgyncqlh0o0i	107620201	アデラビン9号注2mL		1管		注射・点滴	TRUE		
cmtgz3hb9039jhgyndpd8wpid	107621901	アスルダム注2mL		1管		注射・点滴	TRUE		
cmtgz3hb9039khgynn0k91qfx	107622601	アセラート注射液2mL		1管		注射・点滴	TRUE		
cmtgz3hb9039lhgynb64kdtdf	107623302	エフエーミック注2mL		1管		注射・点滴	TRUE		
cmtgz3hb9039mhgynff52khd3	107627102	リバレス注 2mL		1管		注射・点滴	TRUE		
cmtgz3hb9039nhgyn4563dqcb	107629501	レバサルト注		1管		注射・点滴	TRUE		
cmtgz3hb9039ohgynqi2hdvk0	107631802	マルツエキス(高田)		1g		内服	FALSE	漢方薬・生薬	
cmtgz3hb9039phgynk5hpd1b0	107639401	ブドウ酒		10mL		内服	FALSE		
cmtgz3hb9039qhgynpemmghq8	107653003	イントラリポス輸液10%		1袋		注射・点滴	TRUE		
cmtgz3hb9039rhgynjsekmnob	107655403	イントラリポス輸液20% 20%100mL		1袋		注射・点滴	TRUE		
cmtgz3hb9039shgynbnz4mx2m	107656103	イントラリポス輸液20% 20%250mL		1袋		注射・点滴	TRUE		
cmtgz3hb9039thgyn0t4hnyb8	107657802	イントラリポス輸液20% 20%50mL		1袋		注射・点滴	TRUE		
cmtgz3hb9039uhgynsi84hzjr	107658501	大塚食塩注10%		1管		注射・点滴	TRUE		
cmtgz3hb9039vhgynsrgezuxt	107658502	塩化ナトリウム注10%		1管		注射・点滴	TRUE		
cmtgz3hb9039whgynz7l5grwe	107658504	10%食塩注		1管		注射・点滴	TRUE		
cmtgz3hb9039xhgyn6qtquc2z	107659202	生食液 5mL		1管		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hb9039yhgyndgqf1h7o	107659203	生理食塩液 5mL		1管		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hb9039zhgyn173g6zgx	107659208	生食液NS 5mL		1管		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hb903a0hgynmaexjrd7	107660801	大塚生食注 20mL		1管		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hb903a1hgynt6090qq9	107660803	生食液 20mL		1管		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hb903a2hgyn1oyslkij	107660804	生食MP 20mL		1管		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hb903a3hgynre1kpu60	107660806	生理食塩液 20mL		1管		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hb903a4hgynbg2fsa0q	107660807	生理食塩液PL 20mL		1管		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hb903a5hgyn0h8wn4k3	107660813	生食液NS 20mL		1管		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hb903a6hgyngrykagtn	107660814	生食注		1管		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hb903a7hgynz5fgxq6c	107660815	生食注20mL		1管		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hb903a8hgyn7ny2n3oh	107660829	生理食塩液SN		1管		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hb903a9hgynh7ucdmlw	107667701	大塚生食注 100mL		1瓶		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hb903aahgynq54msyzv	107667703	生理食塩液 100mL		1瓶		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hb903abhgynr4439jwo	107667705	生理食塩液PL 100mL		1瓶		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03achgyna2zmkmzl	107667725	生食MP 100mL		1瓶		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03adhgyn876udi9j	107667728	生食液100mL		1瓶		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03aehgyn38l68tyk	107668402	生理食塩液PL 200mL		1瓶		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03afhgynxoq2jvr2	107669101	大塚生食注 250mL		1瓶		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03aghgynk6vqrxde	107669103	生食MP 250mL		1瓶		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03ahhgyn90rvotbe	107669105	生理食塩液 250mL		1瓶		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03aihgyn2a7aeu8n	107671401	大塚生食注 500mL		1瓶		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03ajhgynrn0yijzu	107671405	生理食塩液 500mL		1瓶		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03akhgynyajpqvoh	107671406	生理食塩液PL 500mL		1瓶		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03alhgynr7namxja	107671413	生食MP 500mL		1瓶		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03amhgynfz15y5hn	107671415	生食液500mL		1瓶		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03anhgynwgs6haea	107672101	大塚生食注 1L		1瓶		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03aohgyn50hlkjie	107672102	生理食塩液 1L		1瓶		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03aphgyns5746uiu	107672104	生理食塩液PL 1L		1瓶		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03aqhgyn1j6dobah	107673803	生理食塩液バッグ 500mL		1袋		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03arhgyngp9xuh6u	107673804	テルモ生食 500mL		1袋		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03ashgynp1u7ioao	107673806	カーミパック生理食塩液 500mL		1袋		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03athgynl5u8flc0	107673811	生食液バッグ500mL		1袋		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03auhgynjduc6802	107674502	生理食塩液バッグ 1L		1袋		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03avhgynrizthogb	107674503	テルモ生食 1L		1袋		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03awhgyn5mj27x60	107674505	カーミパック生理食塩液 1L		1袋		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03axhgynkf4uv7qh	107675201	大塚生食注 50mL		1瓶		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03ayhgynh7k3lv8p	107675203	生理食塩液 50mL		1瓶		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03azhgynibt4dtxv	107675204	生理食塩液PL 50mL		1瓶		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03b0hgyn28rpfixy	107675206	エポプロステノール静注用「ACT」専用溶解用液		1瓶		注射・点滴	TRUE		
cmtgz3hba03b1hgyny0pzlxxe	107675207	エポプロステノール静注用「ヤンセン」専用溶解用液(生理食塩液)		1瓶		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03b2hgynyz3961sg	107677602	テルモ生食 100mL		1袋		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03b3hgynmthp3qgo	107677604	生食液バッグ100mL		1袋		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03b4hgyntrj8ufuf	107679003	生理食塩液バッグ 250mL		1袋		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03b5hgyngnhvqz9s	107679004	テルモ生食 250mL		1袋		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03b6hgyncxe9k04g	107680601	大塚生食注TN 100mL		1キット		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03b7hgyn8ujdl9tw	107681301	生食溶解液キットH 100mL		1キット		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03b8hgynybr2d03f	107682001	大塚生食注TN 50mL		1キット		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03b9hgynnk8z7270	107683701	生食溶解液キットH 50mL		1キット		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03bahgyn2asppypk	107684401	生食注キット 100mL		1キット		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03bbhgyn1eimitkg	107686801	テルモ生食TK 100mL		1キット		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03bchgyncm4xndo3	107694302	サリンヘス輸液6%		1袋		注射・点滴	TRUE		
cmtgz3hba03bdhgynitgsby32	107699801	KCL補正液1mEq/mL		1管		注射・点滴	TRUE		
cmtgz3hba03behgynckmzw1vq	107701801	塩化Na補正液1mEq/mL		1管		注射・点滴	TRUE		
cmtgz3hba03bfhgyn1n33mloj	107703201	塩化ナトリウム注10%シリンジ		1筒		注射・点滴	TRUE		
cmtgz3hba03bghgynaxxj9kea	107704901	塩化ナトリウム注1モルシリンジ		1筒		注射・点滴	TRUE		
cmtgz3hba03bhhgynsq3y7iem	107707001	乳酸Na補正液1mEq/mL		1管		注射・点滴	TRUE		
cmtgz3hba03bihgynei89dnlz	107712402	ソリタ-T1号輸液 200mL		1瓶		注射・点滴	TRUE	輸液	電解質輸液(開始液・1号液)
cmtgz3hba03bjhgynop1z8emg	107714801	リプラス1号輸液 200mL		1瓶		注射・点滴	TRUE	輸液	
cmtgz3hba03bkhgyn7aznxbje	107715502	ソリタ-T1号輸液 500mL		1瓶		注射・点滴	TRUE	輸液	電解質輸液(開始液・1号液)
cmtgz3hba03blhgynhwtyiiqu	107717901	リプラス1号輸液 500mL		1瓶		注射・点滴	TRUE	輸液	
cmtgz3hba03bmhgynieq4342d	107719301	ソルデム1輸液 500mL		1袋		注射・点滴	TRUE	輸液	電解質輸液(開始液・1号液)
cmtgz3hba03bnhgyncq5eb2h5	107722301	ソルデム1輸液 200mL		1袋		注射・点滴	TRUE	輸液	電解質輸液(開始液・1号液)
cmtgz3hba03bohgyneo6wjen0	107727801	KN1号輸液 500mL		1袋		注射・点滴	TRUE	輸液	
cmtgz3hba03bphgyntu735fwv	107728501	デノサリン1輸液 500mL		1袋		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03bqhgynq5xgrl3d	107729201	デノサリン1輸液 200mL		1袋		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03brhgyn4ak13xh5	107737701	低分子デキストラン糖注(大塚製薬工場)		1袋		注射・点滴	TRUE		
cmtgz3hba03bshgynadldyw7r	107740703	10%EL-3号輸液		1袋		注射・点滴	TRUE	輸液	
cmtgz3hba03bthgynnl08fqqu	107741401	ソルデム3PG輸液 500mL		1袋		注射・点滴	TRUE	輸液	電解質輸液(維持液・3号液)
cmtgz3hba03buhgyn4aijc3y5	107742101	ソルデム3PG輸液 200mL		1袋		注射・点滴	TRUE	輸液	電解質輸液(維持液・3号液)
cmtgz3hba03bvhgynto3d9lzc	107745202	ソリタ-T3号輸液 200mL		1瓶		注射・点滴	TRUE	輸液	電解質輸液(維持液・3号液)
cmtgz3hba03bwhgynbfw7x63s	107750602	ソリタ-T3号輸液 500mL		1瓶		注射・点滴	TRUE	輸液	電解質輸液(維持液・3号液)
cmtgz3hba03bxhgyni08yad9z	107751301	ハルトマン-G3号輸液 500mL		1瓶		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03byhgynf1owln49	107752001	ソルデム3A輸液 500mL		1袋		注射・点滴	TRUE	輸液	電解質輸液(維持液・3号液)
cmtgz3hba03bzhgyns3yxljp8	107753701	ヒシナルク3号輸液 500mL		1袋		注射・点滴	TRUE	輸液	
cmtgz3hba03c0hgynf752bkv7	107755101	ソルデム3A輸液 200mL		1袋		注射・点滴	TRUE	輸液	電解質輸液(維持液・3号液)
cmtgz3hba03c1hgynndjptdrw	107756801	ヒシナルク3号輸液 200mL		1袋		注射・点滴	TRUE	輸液	
cmtgz3hba03c2hgyniyisogix	107757501	ハルトマン-G3号輸液 200mL		1袋		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03c3hgyng97x1lin	107760501	ソルデム3A輸液 1L		1袋		注射・点滴	TRUE	輸液	電解質輸液(維持液・3号液)
cmtgz3hba03c4hgyn2v8a80a2	107761202	ソリタ-T3号G輸液 200mL		1瓶		注射・点滴	TRUE	輸液	電解質輸液(維持液・3号液)
cmtgz3hba03c5hgynrzwqyef8	107762902	ソリタ-T3号G輸液 500mL		1瓶		注射・点滴	TRUE	輸液	電解質輸液(維持液・3号液)
cmtgz3hba03c6hgynahjj3xxw	107764301	ソルデム3AG輸液 500mL		1袋		注射・点滴	TRUE	輸液	電解質輸液(維持液・3号液)
cmtgz3hba03c7hgynrrmijakp	107765001	ソルデム3AG輸液 200mL		1袋		注射・点滴	TRUE	輸液	電解質輸液(維持液・3号液)
cmtgz3hba03c8hgyn6zyk4z2p	107766701	リプラス3号輸液 200mL		1瓶		注射・点滴	TRUE	輸液	
cmtgz3hba03c9hgyn9051ayfb	107767401	リプラス3号輸液 500mL		1瓶		注射・点滴	TRUE	輸液	
cmtgz3hba03cahgyns8ucqwjj	107772801	KN3号輸液 500mL		1袋		注射・点滴	TRUE	輸液	
cmtgz3hba03cbhgynbj7xbfq4	107773501	ソルデム3輸液 500mL		1袋		注射・点滴	TRUE	輸液	電解質輸液(維持液・3号液)
cmtgz3hba03cchgynnbsyewfr	107775901	ソルデム3輸液 200mL		1袋		注射・点滴	TRUE	輸液	電解質輸液(維持液・3号液)
cmtgz3hba03cdhgynzftreg6z	107776601	KN3号輸液 200mL		1袋		注射・点滴	TRUE	輸液	
cmtgz3hba03cehgynoycayojy	107781001	フルクトラクト注 200mL		1袋		注射・点滴	TRUE		
cmtgz3hba03cfhgyngbdyua1u	107782701	フルクトラクト注 500mL		1袋		注射・点滴	TRUE		
cmtgz3hba03cghgynp2cqlv1y	107787202	アステマリン3号MG輸液		1瓶		注射・点滴	TRUE		
cmtgz3hba03chhgynf5z87q0d	107793303	EL-3号輸液		1袋		注射・点滴	TRUE	輸液	
cmtgz3hba03cihgynp3vuknc2	107796401	KNMG3号輸液		1袋		注射・点滴	TRUE	輸液	
cmtgz3hba03cjhgynjozaupvx	107799501	KN4号輸液		1袋		注射・点滴	TRUE	輸液	
cmtgz3hba03ckhgyngvtobyd1	107800801	ソルデム6輸液 500mL		1袋		注射・点滴	TRUE	輸液	電解質輸液(術後回復液・4号液)
cmtgz3hba03clhgyn17x4xlsf	107801501	ソルデム6輸液 200mL		1袋		注射・点滴	TRUE	輸液	電解質輸液(術後回復液・4号液)
cmtgz3hba03cmhgynhajmniu6	107802202	ソリタ-T4号輸液 200mL		1瓶		注射・点滴	TRUE	輸液	電解質輸液(術後回復液・4号液)
cmtgz3hba03cnhgynum9g1q6q	107804602	ソリタ-T4号輸液 500mL		1瓶		注射・点滴	TRUE	輸液	電解質輸液(術後回復液・4号液)
cmtgz3hba03cohgyntlr65qrw	107811401	ソルデム2輸液 500mL		1袋		注射・点滴	TRUE	輸液	電解質輸液(脱水補給液・2号液)
cmtgz3hba03cphgyngflxujw0	107812101	ソルデム2輸液 200mL		1袋		注射・点滴	TRUE	輸液	電解質輸液(脱水補給液・2号液)
cmtgz3hba03cqhgynhihzgn0k	107813801	KN2号輸液		1袋		注射・点滴	TRUE	輸液	
cmtgz3hba03crhgynyzjuzem0	107814502	ソリタ-T2号輸液 200mL		1瓶		注射・点滴	TRUE	輸液	電解質輸液(脱水補給液・2号液)
cmtgz3hba03cshgynppkaw8b7	107815202	ソリタ-T2号輸液 500mL		1瓶		注射・点滴	TRUE	輸液	電解質輸液(脱水補給液・2号液)
cmtgz3hba03cthgynan3e114y	107819003	ニソリ輸液		1瓶		注射・点滴	TRUE		
cmtgz3hba03cuhgyn4sn3wmkx	107821301	ハルトマン液		1瓶		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03cvhgynz0uhhkrk	107823701	ラクトリンゲル液″フソー″ 500mL		1瓶		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03cwhgyn4ikd50m4	107825101	ソルラクト輸液 500mL		1袋		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03cxhgynblan3u5d	107826801	ラクテック注 500mL		1袋		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03cyhgynkt90vidw	107835001	ソルラクト輸液 1L		1袋		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03czhgynij8b5519	107836701	ラクテック注 1L		1袋		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03d0hgyniwdzstw3	107837401	ラクトリンゲル液″フソー″ 1L		1袋		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03d1hgyn7ebtc9cg	107842801	ラクトリンゲル液″フソー″ 200mL		1瓶		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03d2hgyn4zb1dpxm	107843501	ソルラクト輸液 250mL		1袋		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03d3hgynbl6ckkqe	107844201	ラクテック注 250mL		1袋		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03d4hgynwzi1lkgu	107846601	ラクトリンゲルS注 200mL		1瓶		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03d5hgyn2s1w9bm8	107852703	ニソリ・S注		1瓶		注射・点滴	TRUE		
cmtgz3hba03d6hgyn63cmfok9	107855801	ラクトリンゲルS注 500mL		1瓶		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03d7hgyn6fgqrrt8	107856501	ソルラクトS輸液 500mL		1袋		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03d8hgyn3vb1rsiw	107857201	ラクテックG輸液 500mL		1袋		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03d9hgynk1n0crve	107860201	ソルラクトS輸液 250mL		1袋		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03dahgyn3c0s5kei	107861901	ラクテックG輸液 250mL		1袋		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03dbhgynto12r6e6	107862601	ラクテックG輸液 1L		1袋		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03dchgynocwjzy9d	107868801	低分子デキストランL注 500mL		1袋		注射・点滴	TRUE		
cmtgz3hba03ddhgyne03ppg3x	107870101	低分子デキストランL注 250mL		1袋		注射・点滴	TRUE		
cmtgz3hba03dehgyn7ifnq967	107876301	ソルラクトD輸液 500mL		1袋		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03dfhgynb7hzs7aw	107877001	ラクテックD輸液		1袋		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
cmtgz3hba03dghgynm1jtb1i9	107878701	ソルラクトD輸液 250mL		1袋		注射・点滴	TRUE	輸液	電解質輸液(細胞外液補充液)
