id	hotCode	name	category	defaultDose	unit	route	isInjectable	majorCategory	subCategory
cmtgz3gsh0000hgynmsbue56r	100303101	フローセン		1mL		外用	FALSE		
cmtgz3gsh0001hgynb1u8xft0	100305501	エーテル		10mL		外用	FALSE		
cmtgz3gsh0002hgynecnk6wfy	100306201	ラボナール注射用0.3g		1管		注射・点滴	TRUE		
cmtgz3gsh0003hgyn9vpdheal	100307901	ラボナール注射用0.5g		1管		注射・点滴	TRUE		
cmtgz3gsh0004hgynwjcbc6qo	100311601	笑気ガス		1g		外用	FALSE		
cmtgz3gsh0005hgyn1rim5kad	100311603	液化亜酸化窒素		1g		外用	FALSE		
cmtgz3gsh0006hgynof789g5s	100311604	笑気ガス(住友精化)		1g		外用	FALSE		
cmtgz3gsh0007hgyn1v4ythit	100311605	マルワ亜酸化窒素		1g		外用	FALSE		
cmtgz3gsh0008hgyn1wf32nd0	100311606	小池笑気		1g		外用	FALSE		
cmtgz3gsh0009hgynitxtkegq	100311610	アネスタ		1g		外用	FALSE		
cmtgz3gsh000ahgynjuyc0fw9	100311613	笑気ガス〈ショウワ〉		1g		外用	FALSE		
cmtgz3gsh000bhgyngm9vbxkx	100313002	アネソキシン-50		1L		外用	FALSE		
cmtgz3gsh000chgynrk0zwrl3	100314701	ケタラール静注用200mg		1瓶		注射・点滴	TRUE		
cmtgz3gsh000dhgynrj7ya0y7	100315401	ケタラール筋注用500mg		1瓶		注射・点滴	TRUE		
cmtgz3gsh000ehgynrrqhqqs1	100316101	ドロレプタン注射液25mg		1mLバイアル		注射・点滴	TRUE		
cmtgz3gsh000fhgyn2j5u6btt	100317802	1%ディプリバン注 200mg20mL		1管		注射・点滴	TRUE	麻酔薬	全身麻酔薬
cmtgz3gsh000ghgyno717y092	100318502	1%ディプリバン注 500mg50mL		1瓶		注射・点滴	TRUE	麻酔薬	全身麻酔薬
cmtgz3gsh000hhgyng6toxufw	100320802	フォーレン吸入麻酔液		1mL		外用	FALSE		
cmtgz3gsh000ihgynzig80ico	100322204	セボフレン吸入麻酔液		1mL		外用	FALSE		
cmtgz3gsh000jhgynm3coct2s	100323902	ブロバリン原末		1g		内服	FALSE		
cmtgz3gsh000khgynwx7fihb9	100323903	ブロムワレリル尿素		1g		内服	FALSE		
cmtgz3gsh000lhgynquk5e7sg	100323905	ブロモバレリル尿素原末		1g		内服	FALSE		
cmtgz3gsh000mhgynmvkphcii	100323909	ブロモバレリル尿素		1g		内服	FALSE		
cmtgz3gsh000nhgynnzq1o2xw	100324601	抱水クロラール		1g		内服	FALSE		
cmtgz3gsh000ohgynsywx9yyr	100325303	エスクレ坐剤「250」		1個		外用	FALSE		
cmtgz3gsh000phgyniqvamg0d	100326003	エスクレ坐剤「500」		1個		外用	FALSE		
cmtgz3gsh000qhgyncm61933m	100327701	ユーロジン散1%		1g		内服	FALSE		
cmtgz3gsh000rhgynhebxbyi0	100328401	ユーロジン1mg錠		1錠		内服	FALSE		
cmtgz3gsh000shgynq7g4eq1d	100329101	ユーロジン2mg錠		1錠		内服	FALSE		
cmtgz3gsh000thgynan0glsd8	100332102	ダルメートカプセル15		1カプセル		内服	FALSE		
cmtgz3gsh000uhgynkpjrv2gt	100335201	ネルボン散1%		1g		内服	FALSE		
cmtgz3gsh000vhgynkvr5uk6l	100338301	ニトラゼパム細粒1%		1g		内服	FALSE		
cmtgz3gsh000whgynovr0rytn	100339001	ベンザリン細粒1%		1g		内服	FALSE		
cmtgz3gsh000xhgyn14lzho43	100340601	ベンザリン錠2		1錠		内服	FALSE		
cmtgz3gsh000yhgynkre4rwng	100342001	ニトラゼパム錠5mg		1錠		内服	FALSE		
cmtgz3gsh000zhgyn1yau7vz0	100345101	ネルボン錠5mg		1錠		内服	FALSE		
cmtgz3gsh0010hgyn56rc8qez	100350501	ベンザリン錠5		1錠		内服	FALSE		
cmtgz3gsh0011hgynbzcs1vo4	100352901	ニトラゼパム錠10mg		1錠		内服	FALSE		
cmtgz3gsh0012hgynq6l1tceq	100354301	ネルボン錠10mg		1錠		内服	FALSE		
cmtgz3gsh0013hgynomq0ce57	100355001	ネルロレン錠「10」		1錠		内服	FALSE		
cmtgz3gsh0014hgynw8h5u0rx	100357401	ベンザリン錠10		1錠		内服	FALSE		
cmtgz3gsh0015hgynwqju76x8	100361102	エリミン錠3mg		1錠		内服	FALSE		
cmtgz3gsh0016hgyn2rj58ayq	100362802	エリミン錠5mg		1錠		内服	FALSE		
cmtgz3gsh0017hgyn2srshr9f	100363501	ソメリン細粒1%		1g		内服	FALSE		
cmtgz3gsh0018hgynkq1cw3cw	100364201	ソメリン錠5mg		1錠		内服	FALSE		
cmtgz3gsh0019hgyn14urf4p2	100365901	ソメリン錠10mg		1錠		内服	FALSE		
cmtgz3gsh001ahgynmjjje0v1	100368003	ハルシオン0.125mg錠		1錠		内服	FALSE	抗不安薬・睡眠薬	ベンゾジアゼピン系
cmtgz3gsh001bhgyncl4l8qe7	100370301	トリアゾラム錠0.125mg		1錠		内服	FALSE	抗不安薬・睡眠薬	ベンゾジアゼピン系
cmtgz3gsh001chgyny2apa4hz	100371003	ハルシオン0.25mg錠		1錠		内服	FALSE	抗不安薬・睡眠薬	ベンゾジアゼピン系
cmtgz3gsh001dhgyn625uuhd8	100372705	トリアゾラム錠0.25mg		1錠		内服	FALSE	抗不安薬・睡眠薬	ベンゾジアゼピン系
cmtgz3gsh001ehgyn4gozw879	100382601	サイレース錠1mg		1錠		内服	FALSE		
cmtgz3gsh001fhgyn7lyp4kdx	100383302	ロヒプノール錠1		1錠		内服	FALSE		
cmtgz3gsh001ghgyn9ai4cl5s	100384001	フルニトラゼパム錠1mg		1錠		内服	FALSE		
cmtgz3gsh001hhgyn649zuztf	100385701	サイレース錠2mg		1錠		内服	FALSE		
cmtgz3gsh001ihgynbdcfs6xr	100386402	ロヒプノール錠2		1錠		内服	FALSE		
cmtgz3gsh001jhgynwj17081x	100387104	レンドルミン錠0.25mg		1錠		内服	FALSE		
cmtgz3gsh001khgynod2gxja6	100388801	グッドミン錠0.25mg		1錠		内服	FALSE		
cmtgz3gsh001lhgyn6c586u9b	100388802	ブロチゾラム錠0.25mg		1錠		内服	FALSE	抗不安薬・睡眠薬	ベンゾジアゼピン系
cmtgz3gsh001mhgyn3z1taz3z	100391802	ソレントミン錠0.25mg		1錠		内服	FALSE		
cmtgz3gsh001nhgyn1x1q82jw	100392501	ノクスタール錠0.25mg		1錠		内服	FALSE		
cmtgz3gsh001ohgyntasj2tik	100397002	アムネゾン錠0.25mg		1錠		内服	FALSE		
cmtgz3gsh001phgynn70v2x7h	100400701	エバミール錠1.0		1錠		内服	FALSE		
cmtgz3gsh001qhgynihyfydoq	100401402	ロラメット錠1.0		1錠		内服	FALSE		
cmtgz3gsh001rhgyngsg608qs	100404501	セレナール散10%		1g		内服	FALSE		
cmtgz3gsh001shgynqajumeld	100407601	オキサゾラム細粒10%		1g		内服	FALSE	抗不安薬・睡眠薬	ベンゾジアゼピン系
cmtgz3gsh001thgynj4oguysf	100408301	セレナール錠5		1錠		内服	FALSE		
cmtgz3gsh001uhgynbgir4q25	100409001	セレナール錠10		1錠		内服	FALSE		
cmtgz3gsh001vhgynjhc5pt1l	100416801	セパゾン散1%		1g		内服	FALSE		
cmtgz3gsh001whgynot13vz14	100418201	セパゾン錠1		1錠		内服	FALSE		
cmtgz3gsh001xhgyn598vhgmj	100420501	セパゾン錠2		1錠		内服	FALSE		
cmtgz3gsh001yhgynlfeduwbb	100421202	メンドンカプセル7.5mg		1カプセル		内服	FALSE		
cmtgz3gsh001zhgynzoyg9jqc	100422902	ジアゼパム散1%		1g		内服	FALSE	抗不安薬・睡眠薬	ベンゾジアゼピン系
cmtgz3gsh0020hgyn8q4vz5qe	100424301	セルシン散1%		1g		内服	FALSE		
cmtgz3gsh0021hgyn1acmpjes	100425002	ホリゾン散1%		1g		内服	FALSE		
cmtgz3gsh0022hgyn26nmqz5d	100429801	ジアゼパム錠2		1錠		内服	FALSE	抗不安薬・睡眠薬	ベンゾジアゼピン系
cmtgz3gsh0023hgynfbyk10qb	100431101	ジアパックス錠2mg		1錠		内服	FALSE		
cmtgz3gsh0024hgyn42q5vmeh	100432801	ジアゼパム錠2mg		1錠		内服	FALSE	抗不安薬・睡眠薬	ベンゾジアゼピン系
cmtgz3gsh0025hgynw93beo3o	100436601	2mgセルシン錠		1錠		内服	FALSE		
cmtgz3gsh0026hgynbuz7b71h	100438002	ホリゾン錠2mg		1錠		内服	FALSE		
cmtgz3gsh0027hgyn8tsg31p2	100440301	リリバー錠2mg		1錠		内服	FALSE		
cmtgz3gsh0028hgynajewfiiy	100445801	5mgセルシン錠		1錠		内服	FALSE		
cmtgz3gsh0029hgynernukk3z	100447201	ジアゼパム錠5		1錠		内服	FALSE	抗不安薬・睡眠薬	ベンゾジアゼピン系
cmtgz3gsh002ahgynatrznb0e	100449601	ジアパックス錠5mg		1錠		内服	FALSE		
cmtgz3gsh002bhgynwz5277vh	100450201	ジアゼパム錠5mg		1錠		内服	FALSE	抗不安薬・睡眠薬	ベンゾジアゼピン系
cmtgz3gsh002chgynl82rq07m	100455702	ホリゾン錠5mg		1錠		内服	FALSE		
cmtgz3gsh002dhgynqkiwxzv8	100458804	ジアゼパム錠10mg		1錠		内服	FALSE	抗不安薬・睡眠薬	ベンゾジアゼピン系
cmtgz3gsh002ehgynjvvjmhmt	100460101	10mgセルシン錠		1錠		内服	FALSE		
cmtgz3gsh002fhgyn6gnpa6uv	100462501	セルシンシロップ0.1%		1mL		内服	FALSE		
cmtgz3gsh002ghgynlf000hfj	100466302	エリスパン細粒0.1%		1g		内服	FALSE		
cmtgz3gsh002hhgyn1tbtfiq9	100467002	エリスパン錠0.25mg		1錠		内服	FALSE		
cmtgz3gsh002ihgynho3qyswx	100468703	ブロマゼパム細粒1%		1g		内服	FALSE		
cmtgz3gsi002jhgyn6jmhshs3	100468704	セニラン細粒1%		1g		内服	FALSE		
cmtgz3gsi002khgyn0qumfwwd	100469401	レキソタン細粒1%		1g		内服	FALSE		
cmtgz3gsi002lhgynid7fky4i	100470001	レキソタン錠1		1錠		内服	FALSE		
cmtgz3gsi002mhgyn2lm3qmfy	100471703	ブロマゼパム錠2mg		1錠		内服	FALSE		
cmtgz3gsi002nhgyns6wgpa46	100472401	レキソタン錠2		1錠		内服	FALSE		
cmtgz3gsi002ohgynol7g45gi	100473103	ブロマゼパム錠3mg		1錠		内服	FALSE		
cmtgz3gsi002phgynji5mbj82	100474803	ブロマゼパム錠5mg		1錠		内服	FALSE		
cmtgz3gsi002qhgyng2iznnjk	100475501	レキソタン錠5		1錠		内服	FALSE		
cmtgz3gsi002rhgyn1sp0fxrf	100478601	メダゼパム錠2(ツルハラ)		1錠		内服	FALSE		
cmtgz3gsi002shgyni2fzsz9i	100479301	レスミット錠2		1錠		内服	FALSE		
cmtgz3gsi002thgyngel09glq	100483001	メダゼパム錠5(ツルハラ)		1錠		内服	FALSE		
cmtgz3gsi002uhgynzedjcdgc	100486101	レスミット錠5		1錠		内服	FALSE		
cmtgz3gsi002vhgynkqcnrdcy	100491501	ロラゼパム錠0.5mg		1錠		内服	FALSE		
cmtgz3gsi002whgynuoj710uh	100493902	ワイパックス錠0.5		1錠		内服	FALSE		
cmtgz3gsi002xhgynhw4abo89	100494601	ロラゼパム錠1mg		1錠		内服	FALSE		
cmtgz3gsi002yhgyn0eul3xxy	100495302	ワイパックス錠1.0		1錠		内服	FALSE		
cmtgz3gsi002zhgyni4w8zmic	100496001	コンスタン0.4mg錠		1錠		内服	FALSE		
cmtgz3gsi0030hgynvj1udcou	100497703	ソラナックス0.4mg錠		1錠		内服	FALSE		
cmtgz3gsi0031hgyn58p9f7tk	100498401	アルプラゾラム錠0.4mg		1錠		内服	FALSE	抗不安薬・睡眠薬	ベンゾジアゼピン系
cmtgz3gsi0032hgyn1o7gilhk	100500401	コンスタン0.8mg錠		1錠		内服	FALSE		
cmtgz3gsi0033hgynbj7aw1m9	100501103	ソラナックス0.8mg錠		1錠		内服	FALSE		
cmtgz3gsi0034hgynaob7ywoh	100502805	コレミナール細粒1%		1g		内服	FALSE		
cmtgz3gsi0035hgync41v114w	100503505	コレミナール錠4mg		1錠		内服	FALSE		
cmtgz3gsi0036hgynf2j5q9lm	100504201	メレックス細粒0.1%		1g		内服	FALSE		
cmtgz3gsi0037hgyn9sq3y9sq	100505901	メレックス錠0.5mg		1錠		内服	FALSE		
cmtgz3gsi0038hgyn923mrrte	100506601	メレックス錠1mg		1錠		内服	FALSE		
cmtgz3gsi0039hgynr9ai13mp	100507301	グランダキシン細粒10%		1g		内服	FALSE		
cmtgz3gsi003ahgynbdr5djs5	100512701	グランダキシン錠50		1錠		内服	FALSE		
cmtgz3gsi003bhgynryqkjhnf	100524003	バイダキシン錠50mg		1錠		内服	FALSE		
cmtgz3gsi003chgyn4j46dzxp	100530102	レスタス錠2mg		1錠		内服	FALSE		
cmtgz3gsi003dhgynte2ow01u	100531801	コントール散1%		1g		内服	FALSE		
cmtgz3gsi003ehgyn2tl8ua4i	100531802	コンスーン散1%		1g		内服	FALSE		
cmtgz3gsi003fhgyn1vnx5n2d	100532501	コントール散10%		1g		内服	FALSE		
cmtgz3gsi003ghgynm02llyya	100532504	バランス散10%		1g		内服	FALSE		
cmtgz3gsi003hhgyn1u58nigz	100533201	5mgコントール錠		1錠		内服	FALSE		
cmtgz3gsi003ihgynjjw166vi	100533203	コンスーン錠5		1錠		内服	FALSE		
cmtgz3gsi003jhgyna7on48ie	100533204	バランス錠5mg		1錠		内服	FALSE		
cmtgz3gsi003khgyn9189i2ml	100534901	10mgコントール錠		1錠		内服	FALSE		
cmtgz3gsi003lhgyntf99rhwx	100534904	コンスーン錠10		1錠		内服	FALSE		
cmtgz3gsi003mhgyn39yjyhps	100534905	バランス錠10mg		1錠		内服	FALSE		
cmtgz3gsi003nhgynrotqrekg	100535601	メイラックス細粒1%		1g		内服	FALSE	抗不安薬・睡眠薬	ベンゾジアゼピン系
cmtgz3gsi003ohgynb5t1idce	100536301	メイラックス錠1mg		1錠		内服	FALSE	抗不安薬・睡眠薬	ベンゾジアゼピン系
cmtgz3gsi003phgyngd7vcx3d	100538701	ロフラゼプ酸エチル錠1mg		1錠		内服	FALSE		
cmtgz3gsi003qhgyn7g47whx0	100541701	ジメトックス錠1		1錠		内服	FALSE		
cmtgz3gsi003rhgynfkci13uz	100545501	メイラックス錠2mg		1錠		内服	FALSE	抗不安薬・睡眠薬	ベンゾジアゼピン系
cmtgz3gsi003shgynxt1ytaul	100547901	ロフラゼプ酸エチル錠2mg		1錠		内服	FALSE		
cmtgz3gsi003thgynmo1b8rma	100548603	ロンラックス錠2mg		1錠		内服	FALSE		
cmtgz3gsi003uhgyniuhmq8s2	100550901	ドラール錠15		1錠		内服	FALSE		
cmtgz3gsi003vhgynkz0f5440	100551601	ドラール錠20		1錠		内服	FALSE		
cmtgz3gsi003whgyny5vwi2sh	100552301	サイレース静注2mg		1管		注射・点滴	TRUE		
cmtgz3gsi003xhgyn4s2dttdn	100553002	ロヒプノール静注用2mg		1管		注射・点滴	TRUE		
cmtgz3gsi003yhgyncsghfvx2	100554701	ドルミカム注射液10mg		1管		注射・点滴	TRUE		
cmtgz3gsi003zhgyn8nty5mma	100555401	セルシン注射液5mg		1管		注射・点滴	TRUE		
cmtgz3gsi0040hgyniusw3nuj	100556102	ジアゼパム注射液10mg		1管		注射・点滴	TRUE	抗不安薬・睡眠薬	ベンゾジアゼピン系
cmtgz3gsi0041hgynvtmxt8bn	100557801	セルシン注射液10mg		1管		注射・点滴	TRUE		
cmtgz3gsi0042hgyne4vr9nst	100558502	ホリゾン注射液10mg		1管		注射・点滴	TRUE		
cmtgz3gsi0043hgynq9zpdv5b	100559203	ブロマゼパム坐剤3mg		1個		外用	FALSE		
cmtgz3gsi0044hgynq19yalhu	100560801	ダイアップ坐剤4		1個		外用	FALSE		
cmtgz3gsi0045hgyn9ix9i6q0	100561501	ダイアップ坐剤6		1個		外用	FALSE		
cmtgz3gsi0046hgynooc5a0ko	100562201	ダイアップ坐剤10		1個		外用	FALSE		
cmtgz3gsi0047hgynwqbayp3l	100563901	イソミタール原末		1g		内服	FALSE		
cmtgz3gsi0048hgyn1u5vhtnc	100564604	バルビタール		1g		内服	FALSE		
cmtgz3gsi0049hgyn9zucl4ov	100565302	フェノバール散10%		1g		内服	FALSE		
cmtgz3gsi004ahgynxcv6j3xr	100565303	フェノバルビタール散10%		1g		内服	FALSE		
cmtgz3gsi004bhgynbszs7lul	100565306	フェノバルビタール散		1g		内服	FALSE		
cmtgz3gsi004chgynhpcdglec	100566003	フェノバール原末		1g		内服	FALSE		
cmtgz3gsi004dhgynyx4sodxb	100566004	フェノバルビタール		1g		内服	FALSE		
cmtgz3gsi004ehgynya10tmvw	100566015	フェノバルビタール シオエ		1g		内服	FALSE		
cmtgz3gsi004fhgyndi63rc24	100566016	フェノバルビタール「ホエイ」原末		1g		内服	FALSE		
cmtgz3gsi004ghgynbjvtfxg3	100567701	フェノバール錠30mg		1錠		内服	FALSE		
cmtgz3gsi004hhgyneec4g5eu	100569101	フェノバールエリキシル0.4%		1mL		内服	FALSE		
cmtgz3gsi004ihgynf06w0fiv	100570701	ラボナ錠50mg		1錠		内服	FALSE		
cmtgz3gsi004jhgynmhmnzmo5	100574501	フェノバール注射液100mg		1管		注射・点滴	TRUE		
cmtgz3gsi004khgynj7zbu78c	100575201	10%フェノバルビタール注		1管		注射・点滴	TRUE		
cmtgz3gsi004lhgyniyirsrqo	100576901	ワコビタール坐剤15		1個		外用	FALSE		
cmtgz3gsi004mhgynbb6cfrs7	100577601	ルピアール坐剤25		1個		外用	FALSE		
cmtgz3gsi004nhgyn8f8qq7jv	100578301	ワコビタール坐剤30		1個		外用	FALSE		
cmtgz3gsi004ohgynrnkz8bbb	100579001	ルピアール坐剤50		1個		外用	FALSE		
cmtgz3gsi004phgynff53ga4y	100580601	ワコビタール坐剤50		1個		外用	FALSE		
cmtgz3gsi004qhgynjzn6q5e1	100581301	ルピアール坐剤100		1個		外用	FALSE		
cmtgz3gsi004rhgyn2tc2jt7n	100582001	ワコビタール坐剤100		1個		外用	FALSE		
cmtgz3gsi004shgynl773els2	100583705	臭化カリウム		10g		内服	FALSE		
cmtgz3gsi004thgyna4rhhqa1	100584403	臭化ナトリウム		10g		内服	FALSE		
cmtgz3gsi004uhgyn511z2njr	100587503	トリクロリールシロップ10%		1mL		内服	FALSE		
cmtgz3gsi004vhgynnqh5xdas	100589901	リスミー錠1mg		1錠		内服	FALSE		
cmtgz3gsi004whgynihxml9vx	100590501	リスミー錠2mg		1錠		内服	FALSE		
cmtgz3gsi004xhgyn18prpffi	100591203	アモバン錠7.5		1錠		内服	FALSE		
cmtgz3gsi004yhgyn4mr8zelo	100592902	アモバンテス錠7.5		1錠		内服	FALSE		
cmtgz3gsi004zhgynydwc217o	100593601	ゾピクロン錠7.5mg		1錠		内服	FALSE		
cmtgz3gsi0050hgyn10a5kguo	100595002	ドパリール錠7.5		1錠		内服	FALSE		
cmtgz3gsi0051hgyncd5zw2tx	100597403	アモバン錠10		1錠		内服	FALSE		
cmtgz3gsi0052hgynohh9d1nk	100598101	ゾピクロン錠10mg		1錠		内服	FALSE		
cmtgz3gsi0053hgyn2au4msjp	100600102	ドパリール錠10		1錠		内服	FALSE		
cmtgz3gsi0054hgyn00bdbzl2	100601802	セディール錠5mg		1錠		内服	FALSE		
cmtgz3gsi0055hgyn7uyyl4df	100602502	セディール錠10mg		1錠		内服	FALSE		
cmtgz3gsi0056hgynypueoryo	100603201	クランポール末		1g		内服	FALSE		
cmtgz3gsi0057hgynqf7lpu6l	100604901	クランポール錠200mg		1錠		内服	FALSE		
cmtgz3gsi0058hgyn4pfz0qg7	100605601	アクセノン末		1g		内服	FALSE		
cmtgz3gsi0059hgyndvigbt2l	100607001	ヒダントール散10%		1g		内服	FALSE		
cmtgz3gsi005ahgynzrtt8vk1	100607002	アレビアチン散10%		1g		内服	FALSE		
cmtgz3gsi005bhgynfpxmri28	100607005	フェニトイン散10%		1g		内服	FALSE	抗てんかん薬	
cmtgz3gsi005chgynychldzty	100609401	ヒダントール錠25mg		1錠		内服	FALSE		
cmtgz3gsi005dhgynivyx5mlq	100609402	アレビアチン錠25mg		1錠		内服	FALSE		
cmtgz3gsi005ehgyn3jugh30d	100610001	ヒダントール錠100mg		1錠		内服	FALSE		
cmtgz3gsi005fhgyn8jpi3we7	100610002	アレビアチン錠100mg		1錠		内服	FALSE		
cmtgz3gsi005ghgynioe79t84	100612401	アレビアチン注250mg		1管		注射・点滴	TRUE		
cmtgz3gsi005hhgyn2gd6mlpi	100614801	ミノアレ散66.7%		1g		内服	FALSE		
cmtgz3gsi005ihgynd6wwyezh	100622301	エピレオプチマル散50%		1g		内服	FALSE		
cmtgz3gsi005jhgynaw504ahe	100624701	ザロンチンシロップ5%		1mL		内服	FALSE		
cmtgz3gsi005khgynettljo5z	100625402	テグレトール細粒50%		1g		内服	FALSE		
cmtgz3gsi005lhgynj49gkcb5	100627801	カルバマゼピン細粒50%		1g		内服	FALSE	抗てんかん薬	
cmtgz3gsi005mhgyniob2yqja	100629201	カルバマゼピン錠200mg		1錠		内服	FALSE	抗てんかん薬	
cmtgz3gsi005nhgyndtl3ay6m	100630802	テグレトール錠200mg		1錠		内服	FALSE		
cmtgz3gsi005ohgynf9d5x43b	100631502	テグレトール錠100mg		1錠		内服	FALSE		
cmtgz3gsi005phgyn7vf9f6u2	100632201	カルバマゼピン錠100mg		1錠		内服	FALSE	抗てんかん薬	
cmtgz3gsi005qhgynoaib8hkp	100633902	ランドセン細粒0.1%		1g		内服	FALSE		
cmtgz3gsi005rhgyngg2a76rq	100634602	リボトリール細粒0.1%		1g		内服	FALSE		
cmtgz3gsi005shgynb69u34a8	100635302	ランドセン細粒0.5%		1g		内服	FALSE		
cmtgz3gsi005thgynhdjogibm	100636002	リボトリール細粒0.5%		1g		内服	FALSE		
cmtgz3gsi005uhgynd076qsb3	100637702	ランドセン錠0.5mg		1錠		内服	FALSE		
cmtgz3gsi005vhgynx6cbr52q	100638402	リボトリール錠0.5mg		1錠		内服	FALSE		
cmtgz3gsi005whgynrs1hhza3	100639102	ランドセン錠1mg		1錠		内服	FALSE		
cmtgz3gsi005xhgyn4qkqhku0	100640702	リボトリール錠1mg		1錠		内服	FALSE		
cmtgz3gsi005yhgynscr550rl	100641402	ランドセン錠2mg		1錠		内服	FALSE		
cmtgz3gsi005zhgyna1lkg153	100642102	リボトリール錠2mg		1錠		内服	FALSE		
cmtgz3gsi0060hgynw2r05zas	100643801	デパケン細粒20%		1g		内服	FALSE		
cmtgz3gsi0061hgyn01fcgj95	100645201	バルプロ酸ナトリウム細粒20%		1g		内服	FALSE	抗てんかん薬	
cmtgz3gsi0062hgynf1x5l03z	100646901	デパケン細粒40%		1g		内服	FALSE		
cmtgz3gsi0063hgyn6wlfv1dm	100649002	セレニカR顆粒40%		1g		内服	FALSE		
cmtgz3gsi0064hgynivydkb3g	100650601	デパケン錠100mg		1錠		内服	FALSE		
cmtgz3gsi0065hgyntb0j72p8	100652001	バレリン錠100mg		1錠		内服	FALSE		
cmtgz3gsi0066hgynhx3h56s8	100654401	バルプロ酸Na錠200mg		1錠		内服	FALSE	抗てんかん薬	
cmtgz3gsi0067hgyndvlmts83	100656801	バルプロ酸ナトリウム錠200mg		1錠		内服	FALSE	抗てんかん薬	
cmtgz3gsi0068hgynsq7yjcn3	100657501	デパケン錠200mg		1錠		内服	FALSE		
cmtgz3gsi0069hgynmj5wx9ag	100659901	バレリン錠200mg		1錠		内服	FALSE		
cmtgz3gsi006ahgyndadud8t5	100661201	デパケンR錠100mg		1錠		内服	FALSE		
cmtgz3gsi006bhgynhk1dyk55	100662901	デパケンR錠200mg		1錠		内服	FALSE		
cmtgz3gsi006chgynqb51qa6y	100663601	バルプロ酸Naシロップ5%		1mL		内服	FALSE	抗てんかん薬	
cmtgz3gsi006dhgyncnekjihh	100664301	デパケンシロップ5%		1mL		内服	FALSE		
cmtgz3gsi006ehgynyse70nds	100666701	バレリンシロップ5%		1mL		内服	FALSE		
cmtgz3gsi006fhgynirlwulky	100667401	エクセグラン散20%		1g		内服	FALSE		
cmtgz3gsi006ghgynx2x0w0tn	100668101	エクセグラン錠100mg		1錠		内服	FALSE		
cmtgz3gsi006hhgyno1tytodj	100669801	複合アレビアチン配合錠		1錠		内服	FALSE		
cmtgz3gsi006ihgynhahgpj7f	100670401	ヒダントールD配合錠		1錠		内服	FALSE		
cmtgz3gsi006jhgyn8lii6tav	100671101	ヒダントールE配合錠		1錠		内服	FALSE		
cmtgz3gsi006khgynb7a5p2qm	100672801	ヒダントールF配合錠		1錠		内服	FALSE		
cmtgz3gsi006lhgynbsuutvz7	100673501	アセトアミノフェン		1g		内服	FALSE	解熱鎮痛薬	アセトアミノフェン
cmtgz3gsi006mhgynpppi4t2g	100673503	ナパ		1g		内服	FALSE		
cmtgz3gsi006nhgyn7upz6ms4	100673504	アセトアミノフェン原末		1g		内服	FALSE	解熱鎮痛薬	アセトアミノフェン
cmtgz3gsi006ohgyn2refgwmt	100673511	カロナール原末		1g		内服	FALSE	解熱鎮痛薬	アセトアミノフェン
cmtgz3gsi006phgyn42l1fau3	100673512	アセトアミノフェン「JG」原末		1g		内服	FALSE	解熱鎮痛薬	アセトアミノフェン
cmtgz3gsi006qhgynrnra3e7o	100673515	アセトアミノフェン〈ハチ〉		1g		内服	FALSE	解熱鎮痛薬	アセトアミノフェン
cmtgz3gsi006rhgynt80ltkrf	100673516	アセトアミノフェン「VTRS」原末		1g		内服	FALSE	解熱鎮痛薬	アセトアミノフェン
cmtgz3gsi006shgyn4kxw0oxm	100679701	オパイリン錠125mg		1錠		内服	FALSE		
cmtgz3gsi006thgyn1ymtebs0	100682701	オパイリン錠250mg		1錠		内服	FALSE		
cmtgz3gsi006uhgynkf8knz3s	100685801	ポンタール散50%		1g		内服	FALSE		
cmtgz3gsi006vhgynh36wp4ay	100687201	ポンタール細粒98.5%		1g		内服	FALSE		
cmtgz3gsi006whgyni3gpgu3n	100689601	ポンタール錠250mg		1錠		内服	FALSE		
cmtgz3gsi006xhgyndwy3t6n5	100696401	ノイリトールカプセル250mg		1カプセル		内服	FALSE		
cmtgz3gsi006yhgynlp1lo3ka	100698801	ポンタールカプセル250mg		1カプセル		内服	FALSE		
cmtgz3gsi006zhgynq0n01vc7	100699501	マイカサールカプセル250mg		1カプセル		内服	FALSE		
cmtgz3gsi0070hgynjc8k1ify	100706001	ポンタールシロップ3.25%		1mL		内服	FALSE		
cmtgz3gsi0071hgyndozrz3b4	100711401	カロナール細粒20%		1g		内服	FALSE	解熱鎮痛薬	アセトアミノフェン
cmtgz3gsi0072hgyn8dgcgblh	100712104	アセトアミノフェン細粒20%		1g		内服	FALSE	解熱鎮痛薬	アセトアミノフェン
cmtgz3gsi0073hgynjik6a39g	100713801	カロナール錠200		1錠		内服	FALSE	解熱鎮痛薬	アセトアミノフェン
cmtgz3gsi0074hgyn7g501z39	100714501	アルピニー坐剤50		1個		外用	FALSE		
cmtgz3gsi0075hgynejt24bvd	100715202	アンヒバ坐剤小児用50mg		1個		外用	FALSE		
cmtgz3gsi0076hgyne3kg8871	100717601	アルピニー坐剤100		1個		外用	FALSE		
cmtgz3gsi0077hgyn44dj32ha	100718302	アンヒバ坐剤小児用100mg		1個		外用	FALSE		
cmtgz3gsi0078hgynre996y8p	100719001	カロナール坐剤100		1個		外用	FALSE	解熱鎮痛薬	アセトアミノフェン
